student_id,student_name,subject,date,present,exam_number,exam_score
5,David Thompson,Mathematics,30-01-2025,0,,
5,David Thompson,Mathematics,31-01-2025,0,,
5,David Thompson,Mathematics,01-02-2025,0,,
5,David Thompson,Mathematics,02-02-2025,1,,
5,David Thompson,Mathematics,03-02-2025,0,,
5,David Thompson,Mathematics,04-02-2025,1,,
5,David Thompson,Mathematics,05-02-2025,0,,
5,David Thompson,Mathematics,06-02-2025,0,,
5,David Thompson,Mathematics,07-02-2025,0,,
5,David Thompson,Mathematics,08-02-2025,0,,
5,David Thompson,Mathematics,09-02-2025,1,,
5,David Thompson,Mathematics,10-02-2025,0,1,53.5
5,David Thompson,Mathematics,11-02-2025,0,,
5,David Thompson,Mathematics,12-02-2025,0,,
5,David Thompson,Mathematics,13-02-2025,1,,
5,David Thompson,Mathematics,14-02-2025,0,,
5,David Thompson,Mathematics,15-02-2025,0,,
5,David Thompson,Mathematics,16-02-2025,0,,
5,David Thompson,Mathematics,17-02-2025,0,,
5,David Thompson,Mathematics,18-02-2025,0,,
5,David Thompson,Mathematics,19-02-2025,0,,
5,David Thompson,Mathematics,20-02-2025,0,,
5,David Thompson,Mathematics,21-02-2025,1,,
5,David Thompson,Mathematics,22-02-2025,0,,
5,David Thompson,Mathematics,23-02-2025,0,,
5,David Thompson,Mathematics,24-02-2025,1,,
5,David Thompson,Mathematics,25-02-2025,0,,
5,David Thompson,Mathematics,26-02-2025,0,,
5,David Thompson,Mathematics,27-02-2025,0,,
5,David Thompson,Mathematics,28-02-2025,0,,
6,Aanya Jackson,Physics,01-01-2025,0,,
6,Aanya Jackson,Physics,02-01-2025,1,,
6,Aanya Jackson,Physics,03-01-2025,1,,
6,Aanya Jackson,Physics,04-01-2025,0,,
6,Aanya Jackson,Physics,05-01-2025,1,,
6,Aanya Jackson,Physics,06-01-2025,0,,
6,Aanya Jackson,Physics,07-01-2025,0,,
6,Aanya Jackson,Physics,08-01-2025,0,,
6,Aanya Jackson,Physics,09-01-2025,1,,
6,Aanya Jackson,Physics,10-01-2025,1,,
6,Aanya Jackson,Physics,11-01-2025,0,,
6,Aanya Jackson,Physics,12-01-2025,0,,
6,Aanya Jackson,Physics,13-01-2025,0,,
6,Aanya Jackson,Physics,14-01-2025,0,,
6,Aanya Jackson,Physics,15-01-2025,0,,
6,Aanya Jackson,Physics,16-01-2025,1,,
6,Aanya Jackson,Physics,17-01-2025,1,,
6,Aanya Jackson,Physics,18-01-2025,1,,
6,Aanya Jackson,Physics,19-01-2025,0,,
6,Aanya Jackson,Physics,20-01-2025,0,,
6,Aanya Jackson,Physics,21-01-2025,0,,
6,Aanya Jackson,Physics,22-01-2025,1,,
6,Aanya Jackson,Physics,23-01-2025,1,,
6,Aanya Jackson,Physics,24-01-2025,1,,
6,Aanya Jackson,Physics,25-01-2025,1,,
6,Aanya Jackson,Physics,26-01-2025,0,,
6,Aanya Jackson,Physics,27-01-2025,1,,
6,Aanya Jackson,Physics,28-01-2025,1,,
6,Aanya Jackson,Physics,29-01-2025,1,1,53
6,Aanya Jackson,Physics,30-01-2025,1,,
6,Aanya Jackson,Physics,31-01-2025,0,,
6,Aanya Jackson,Physics,01-02-2025,0,2,58.6
6,Aanya Jackson,Physics,02-02-2025,0,,
6,Aanya Jackson,Physics,03-02-2025,1,,
6,Aanya Jackson,Physics,04-02-2025,1,,
6,Aanya Jackson,Physics,05-02-2025,0,,
6,Aanya Jackson,Physics,06-02-2025,0,,
6,Aanya Jackson,Physics,07-02-2025,1,3,52.5
6,Aanya Jackson,Physics,08-02-2025,1,,
6,Aanya Jackson,Physics,09-02-2025,1,,
6,Aanya Jackson,Physics,10-02-2025,0,,
6,Aanya Jackson,Physics,11-02-2025,0,,
6,Aanya Jackson,Physics,12-02-2025,1,,
6,Aanya Jackson,Physics,13-02-2025,1,,
6,Aanya Jackson,Physics,14-02-2025,1,4,69.5
6,Aanya Jackson,Physics,15-02-2025,1,,
6,Aanya Jackson,Physics,16-02-2025,1,,
6,Aanya Jackson,Physics,17-02-2025,0,,
6,Aanya Jackson,Physics,18-02-2025,0,,
6,Aanya Jackson,Physics,19-02-2025,0,,
6,Aanya Jackson,Physics,20-02-2025,1,,
6,Aanya Jackson,Physics,21-02-2025,1,,
6,Aanya Jackson,Physics,22-02-2025,0,,
6,Aanya Jackson,Physics,23-02-2025,1,,
6,Aanya Jackson,Physics,24-02-2025,0,,
6,Aanya Jackson,Physics,25-02-2025,0,,
6,Aanya Jackson,Physics,26-02-2025,1,,
6,Aanya Jackson,Physics,27-02-2025,1,,
6,Aanya Jackson,Physics,28-02-2025,1,,
7,Mia Williams,Mathematics,01-01-2025,1,,
7,Mia Williams,Mathematics,02-01-2025,1,,
7,Mia Williams,Mathematics,03-01-2025,1,,
7,Mia Williams,Mathematics,04-01-2025,1,,
7,Mia Williams,Mathematics,05-01-2025,1,,
7,Mia Williams,Mathematics,06-01-2025,1,,
7,Mia Williams,Mathematics,07-01-2025,1,,
7,Mia Williams,Mathematics,08-01-2025,1,,
7,Mia Williams,Mathematics,09-01-2025,1,,
7,Mia Williams,Mathematics,10-01-2025,1,,
7,Mia Williams,Mathematics,11-01-2025,1,,
7,Mia Williams,Mathematics,12-01-2025,1,,
7,Mia Williams,Mathematics,13-01-2025,1,,
7,Mia Williams,Mathematics,14-01-2025,1,,
7,Mia Williams,Mathematics,15-01-2025,1,,
7,Mia Williams,Mathematics,16-01-2025,1,,
7,Mia Williams,Mathematics,17-01-2025,1,,
7,Mia Williams,Mathematics,18-01-2025,1,,
7,Mia Williams,Mathematics,19-01-2025,1,,
7,Mia Williams,Mathematics,20-01-2025,1,,
7,Mia Williams,Mathematics,21-01-2025,1,,
7,Mia Williams,Mathematics,22-01-2025,1,,
7,Mia Williams,Mathematics,23-01-2025,1,,
7,Mia Williams,Mathematics,24-01-2025,1,,
7,Mia Williams,Mathematics,25-01-2025,1,,
7,Mia Williams,Mathematics,26-01-2025,1,,
7,Mia Williams,Mathematics,27-01-2025,1,,
7,Mia Williams,Mathematics,28-01-2025,1,,
7,Mia Williams,Mathematics,29-01-2025,1,,
7,Mia Williams,Mathematics,30-01-2025,1,,
7,Mia Williams,Mathematics,31-01-2025,1,,
7,Mia Williams,Mathematics,01-02-2025,1,,
7,Mia Williams,Mathematics,02-02-2025,1,,
7,Mia Williams,Mathematics,03-02-2025,1,,
7,Mia Williams,Mathematics,04-02-2025,1,,
7,Mia Williams,Mathematics,05-02-2025,1,,
7,Mia Williams,Mathematics,06-02-2025,1,,
7,Mia Williams,Mathematics,07-02-2025,1,,
7,Mia Williams,Mathematics,08-02-2025,1,,
7,Mia Williams,Mathematics,09-02-2025,1,,
7,Mia Williams,Mathematics,10-02-2025,1,,
7,Mia Williams,Mathematics,11-02-2025,1,,
7,Mia Williams,Mathematics,12-02-2025,1,,
7,Mia Williams,Mathematics,13-02-2025,1,,
7,Mia Williams,Mathematics,14-02-2025,1,,
7,Mia Williams,Mathematics,15-02-2025,1,,
7,Mia Williams,Mathematics,16-02-2025,1,,
7,Mia Williams,Mathematics,17-02-2025,1,,
7,Mia Williams,Mathematics,18-02-2025,1,,
7,Mia Williams,Mathematics,19-02-2025,1,,
7,Mia Williams,Mathematics,20-02-2025,1,,
7,Mia Williams,Mathematics,21-02-2025,0,,
7,Mia Williams,Mathematics,22-02-2025,1,,
7,Mia Williams,Mathematics,23-02-2025,1,,
7,Mia Williams,Mathematics,24-02-2025,1,,
7,Mia Williams,Mathematics,25-02-2025,1,,
7,Mia Williams,Mathematics,26-02-2025,1,,
7,Mia Williams,Mathematics,27-02-2025,1,,
7,Mia Williams,Mathematics,28-02-2025,1,,
8,Kabir Brown,Physics,01-01-2025,1,,
8,Kabir Brown,Physics,02-01-2025,1,,
8,Kabir Brown,Physics,03-01-2025,1,,
8,Kabir Brown,Physics,04-01-2025,1,,
8,Kabir Brown,Physics,05-01-2025,1,,
8,Kabir Brown,Physics,06-01-2025,1,,
8,Kabir Brown,Physics,07-01-2025,1,,
8,Kabir Brown,Physics,08-01-2025,1,,
8,Kabir Brown,Physics,09-01-2025,1,,
8,Kabir Brown,Physics,10-01-2025,0,,
8,Kabir Brown,Physics,11-01-2025,1,,
8,Kabir Brown,Physics,12-01-2025,1,,
8,Kabir Brown,Physics,13-01-2025,1,,
8,Kabir Brown,Physics,14-01-2025,1,,
8,Kabir Brown,Physics,15-01-2025,1,,
8,Kabir Brown,Physics,16-01-2025,1,,
8,Kabir Brown,Physics,17-01-2025,1,,
8,Kabir Brown,Physics,18-01-2025,1,,
8,Kabir Brown,Physics,19-01-2025,1,,
8,Kabir Brown,Physics,20-01-2025,1,,
8,Kabir Brown,Physics,21-01-2025,1,,
8,Kabir Brown,Physics,22-01-2025,1,,
8,Kabir Brown,Physics,23-01-2025,1,,
8,Kabir Brown,Physics,24-01-2025,1,,
8,Kabir Brown,Physics,25-01-2025,1,,
8,Kabir Brown,Physics,26-01-2025,1,,
8,Kabir Brown,Physics,27-01-2025,1,,
8,Kabir Brown,Physics,28-01-2025,1,,
8,Kabir Brown,Physics,29-01-2025,1,,
8,Kabir Brown,Physics,30-01-2025,1,,
8,Kabir Brown,Physics,31-01-2025,1,,
8,Kabir Brown,Physics,01-02-2025,1,,
8,Kabir Brown,Physics,02-02-2025,1,,
8,Kabir Brown,Physics,03-02-2025,1,,
8,Kabir Brown,Physics,04-02-2025,1,,
8,Kabir Brown,Physics,05-02-2025,1,,
8,Kabir Brown,Physics,06-02-2025,1,,
8,Kabir Brown,Physics,07-02-2025,1,,
8,Kabir Brown,Physics,08-02-2025,1,,
8,Kabir Brown,Physics,09-02-2025,1,,
8,Kabir Brown,Physics,10-02-2025,1,,
8,Kabir Brown,Physics,11-02-2025,1,,
8,Kabir Brown,Physics,12-02-2025,1,,
8,Kabir Brown,Physics,13-02-2025,1,,
8,Kabir Brown,Physics,14-02-2025,1,,
8,Kabir Brown,Physics,15-02-2025,1,,
8,Kabir Brown,Physics,16-02-2025,1,,
8,Kabir Brown,Physics,17-02-2025,1,,
8,Kabir Brown,Physics,18-02-2025,1,,
8,Kabir Brown,Physics,19-02-2025,1,,
8,Kabir Brown,Physics,20-02-2025,1,1,50.1
8,Kabir Brown,Physics,21-02-2025,1,2,51.8
8,Kabir Brown,Physics,22-02-2025,1,,
8,Kabir Brown,Physics,23-02-2025,1,,
8,Kabir Brown,Physics,24-02-2025,1,,
8,Kabir Brown,Physics,25-02-2025,1,3,62.7
8,Kabir Brown,Physics,26-02-2025,1,,
8,Kabir Brown,Physics,27-02-2025,1,4,82.1
8,Kabir Brown,Physics,28-02-2025,1,,
9,Aadvik Thomas,Biology,01-01-2025,0,,
9,Aadvik Thomas,Biology,02-01-2025,0,,
9,Aadvik Thomas,Biology,03-01-2025,0,,
9,Aadvik Thomas,Biology,04-01-2025,0,,
9,Aadvik Thomas,Biology,05-01-2025,1,,
9,Aadvik Thomas,Biology,06-01-2025,0,,
9,Aadvik Thomas,Biology,07-01-2025,0,,
9,Aadvik Thomas,Biology,08-01-2025,0,,
9,Aadvik Thomas,Biology,09-01-2025,0,,
9,Aadvik Thomas,Biology,10-01-2025,0,,
9,Aadvik Thomas,Biology,11-01-2025,0,,
9,Aadvik Thomas,Biology,12-01-2025,0,,
9,Aadvik Thomas,Biology,13-01-2025,1,,
9,Aadvik Thomas,Biology,14-01-2025,0,,
9,Aadvik Thomas,Biology,15-01-2025,0,,
9,Aadvik Thomas,Biology,16-01-2025,0,,
9,Aadvik Thomas,Biology,17-01-2025,0,,
9,Aadvik Thomas,Biology,18-01-2025,0,,
9,Aadvik Thomas,Biology,19-01-2025,0,1,64.6
9,Aadvik Thomas,Biology,20-01-2025,0,,
9,Aadvik Thomas,Biology,21-01-2025,0,,
9,Aadvik Thomas,Biology,22-01-2025,1,,
9,Aadvik Thomas,Biology,23-01-2025,0,,
9,Aadvik Thomas,Biology,24-01-2025,0,,
9,Aadvik Thomas,Biology,25-01-2025,0,,
9,Aadvik Thomas,Biology,26-01-2025,0,,
9,Aadvik Thomas,Biology,27-01-2025,0,,
9,Aadvik Thomas,Biology,28-01-2025,0,,
9,Aadvik Thomas,Biology,29-01-2025,1,,
9,Aadvik Thomas,Biology,30-01-2025,0,,
9,Aadvik Thomas,Biology,31-01-2025,0,,
9,Aadvik Thomas,Biology,01-02-2025,0,,
9,Aadvik Thomas,Biology,02-02-2025,1,,
9,Aadvik Thomas,Biology,03-02-2025,0,,
9,Aadvik Thomas,Biology,04-02-2025,0,,
9,Aadvik Thomas,Biology,05-02-2025,1,,
9,Aadvik Thomas,Biology,06-02-2025,0,,
9,Aadvik Thomas,Biology,07-02-2025,0,,
9,Aadvik Thomas,Biology,08-02-2025,1,,
9,Aadvik Thomas,Biology,09-02-2025,0,,
9,Aadvik Thomas,Biology,10-02-2025,0,,
9,Aadvik Thomas,Biology,11-02-2025,0,,
9,Aadvik Thomas,Biology,12-02-2025,0,,
9,Aadvik Thomas,Biology,13-02-2025,0,,
9,Aadvik Thomas,Biology,14-02-2025,0,,
9,Aadvik Thomas,Biology,15-02-2025,0,,
9,Aadvik Thomas,Biology,16-02-2025,0,,
9,Aadvik Thomas,Biology,17-02-2025,0,,
9,Aadvik Thomas,Biology,18-02-2025,0,,
9,Aadvik Thomas,Biology,19-02-2025,0,,
9,Aadvik Thomas,Biology,20-02-2025,0,2,54.2
9,Aadvik Thomas,Biology,21-02-2025,0,,
9,Aadvik Thomas,Biology,22-02-2025,0,,
9,Aadvik Thomas,Biology,23-02-2025,1,,
9,Aadvik Thomas,Biology,24-02-2025,0,,
9,Aadvik Thomas,Biology,25-02-2025,0,,
9,Aadvik Thomas,Biology,26-02-2025,1,,
9,Aadvik Thomas,Biology,27-02-2025,0,,
9,Aadvik Thomas,Biology,28-02-2025,0,,
10,Mia Miller,Biology,01-01-2025,1,,
10,Mia Miller,Biology,02-01-2025,1,,
10,Mia Miller,Biology,03-01-2025,1,,
10,Mia Miller,Biology,04-01-2025,0,,
10,Mia Miller,Biology,05-01-2025,1,,
10,Mia Miller,Biology,06-01-2025,1,,
10,Mia Miller,Biology,07-01-2025,1,,
10,Mia Miller,Biology,08-01-2025,1,,
10,Mia Miller,Biology,09-01-2025,1,,
10,Mia Miller,Biology,10-01-2025,1,,
10,Mia Miller,Biology,11-01-2025,1,,
10,Mia Miller,Biology,12-01-2025,1,,
10,Mia Miller,Biology,13-01-2025,1,,
